salary,city,companyShortName,district,companyId,jobNature,industryField,createTime,firstType,secondType,positionAdvantage,positionName,education,companyFullName,companyLabelList,companySize
18k-35k,深圳,高灯科技,南山区,341494,全职,移动互联网 电子商务,2018-07-12 11:37:42,开发/测试/运维类,后端开发,"好项目前景,强资源优势,腾讯系,年终双休",高级爬虫开发工程师（Python）,本科,海南高灯科技有限公司,"交通补助, 定期体检, 双休, 地铁口, ",150-500人
8k-12k,深圳,比特穿越,南山区,125824,全职,数据服务,2018-07-12 11:33:12,开发/测试/运维类,后端开发,"产品有前景,氛围活跃,成长空间大,工作有趣",Python爬虫工程师,本科,深圳市比特穿越科技有限公司,"绩效奖金, 股票期权, 年终奖, 定期调薪, ",15-50人
8k-15k,深圳,腾讯,南山区,451,全职,"移动互联网 ,游戏",2018-07-11 12:00:46,开发/测试/运维类,后端开发,"大公司平台,全面福利,特色文化,行业领先",Python运营开发,本科,腾讯科技(深圳)有限公司,"免费班车, 成长空间, 年度旅游, 岗位晋升, ",2000人以上
15k-30k,深圳,富途网络,南山区,9253,全职,"移动互联网,金融",2018-06-26 14:02:27,开发/测试/运维类,运维安全,"精英团队,弹性工作,行业独角兽,工作氛围",运营开发工程师（Python）,本科,富途网络科技（深圳）有限公司,"年底双薪, 腾讯系, 互联网金融, 年度体检, ",500-2000人
25k-35k,深圳,巅峰电竟,南山区,212294,全职,"移动互联网,游戏",2018-06-23 17:04:58,开发/测试/运维类,后端开发,"靠近地铁,福利多多",python爬虫开发工程师,本科,深圳市巅峰电竟信息技术有限公司,"年底双薪, 带薪年假, 绩效奖金, 交通补助, ",15-50人
15k-20k,深圳,AI Harbor,南山区,369269,全职,"金融,数据服务",2018-07-11 18:58:17,开发/测试/运维类,后端开发,"五险一金,大小周,包午餐,技术型企业",Python数据爬虫工程师,本科,AI HARBOR COMPANY LIMITED,""""", ",50-150人
15k-20k,深圳,sosobtc,南山区,204927,全职,"移动互联网,金融",2018-07-12 17:19:43,开发/测试/运维类,数据开发,"大小周,互联网金融,行业引领,气氛好",python数据爬虫工程师,本科,深圳可点科技有限公司,"带薪年假, 股票期权, 定期出游, 大小周, ",50-150人
12k-22k,深圳,以太科技,南山区,260726,全职,移动互联网,2018-06-13 19:38:48,开发/测试/运维类,后端开发,"全员持股,弹性工作,欢乐氛围,技术驱动",服务器工程师(go/python),本科,深圳以太科技有限公司,,15-50人
8k-14k,深圳,汇金智融,南山区,119788,全职,"移动互联网,电子商务",2018-07-12 09:23:00,开发/测试/运维类,后端开发,"年终奖,加班费,五险一金,带薪年假",Python爬虫工程师,本科,汇金智融（北京）科技有限公司,"年底双薪, 绩效奖金, 带薪年假, 弹性工作, ",150-500人
15k-30k,深圳,OPPO,,6927,全职,移动互联网,2018-07-09 15:11:33,开发/测试/运维类,测试,给力薪酬 海景办公楼 高配健身房 员工食堂,Python测试开发工程师,本科,广东欧珀移动通信有限公司,"丰厚年终, 扁平管理, 追求极致, 本分, ",2000人以上
12k-24k,深圳,深圳思力科,南山区,289076,全职,"数据服务,硬件",2018-07-12 10:21:01,开发/测试/运维类,后端开发,"带薪年假,年底双薪,定期体检,员工旅游",C++/Python/QT软件工程师,本科,思力科（深圳）电子科技有限公司,"年底双薪, 专项奖金, 股票期权, 带薪年假, ",50-150人
20k-35k,深圳,电竞风暴,南山区,353805,全职,移动互联网 数据服务,2018-06-21 18:07:20,开发/测试/运维类,后端开发,"地铁周边,福利多多",Python高级爬虫工程师,本科,深圳电竞风暴科技有限公司,""""", ",50-150人
10k-15k,深圳,上海泓倍,福田区,31181,全职,金融,2018-07-10 16:32:03,技术,后端开发,专注量化私募投资，上升空间大，待遇丰厚,"C++,Python",本科,上海泓倍资产管理中心（有限合伙）,"带薪年假, 交通补助, 五险一金, 午餐补助, ",少于15人
9K-18K,深圳,名媛世家,龙岗区,388993,全职,移动互联网、企业服务,2018-07-11 10:37:59,开发/测试/运维类,软件开发,1、五天8小时；2、入职购买五险一金；,python爬虫,本科,深圳市龙岗区名媛世家健康信息咨询部,""""", ",2000人以上
15k-20k,深圳,深圳新链科技企业（有限合伙）,南山区,361865,全职,"移动互联网,金融",2018-07-09 18:26:07,开发/测试/运维类,数据开发,"五险一金,无限零食,团队出游,技术大神",python数据爬虫工程师,本科,深圳新链科技企业（有限合伙）,""""", ",50-150人
13k-20k,深圳,易仓,南山区,80590,全职,"移动互联网,电子商务",2018-06-25 10:47:20,开发/测试/运维类,后端开发,"牛人多,人性化管理,分享多,发展快",Python 爬虫方向,本科,深圳市易仓科技有限公司,"节日礼物, 带薪年假, 年度旅游, 岗位晋升, ",150-500人
3k-5k,深圳,比特穿越,南山区,125824,实习,数据服务,2018-07-12 11:33:12,开发/测试/运维类,后端开发,"学习机会多,关系简单,成长空间大,老大很赞",Python爬虫实习生,本科,深圳市比特穿越科技有限公司,"绩效奖金, 股票期权, 年终奖, 定期调薪, ",15-50人
8k-16k,深圳,汇金智融,南山区,119788,全职,"移动互联网,电子商务",2018-06-21 08:46:24,开发/测试/运维类,后端开发,"五险一金,加班补贴,双休,7小时制",python爬虫工程师,本科,汇金智融（北京）科技有限公司,"年底双薪, 绩效奖金, 带薪年假, 弹性工作, ",150-500人
15k-30k,深圳,迅雷,南山区,101,全职,移动互联网,2018-07-09 10:16:32,开发/测试/运维类,后端开发,大流量平台,手雷-后台开发(Python/C++/Go),本科,深圳市迅雷网络技术有限公司,"节日礼物, 技能培训, 免费班车, 运动日, ",500-2000人
8k-12k,深圳,可链科技,南山区,315649,全职,"移动互联网,数据服务",2018-07-09 18:26:31,开发/测试/运维类,测试,"技术大牛,无限零食,带薪年假,团建出游",python数据爬虫工程师,本科,深圳可链科技有限公司,""""", ",50-150人
20k-40k,深圳,富途网络,南山区,9253,全职,"移动互联网,金融",2018-06-26 14:02:27,开发/测试/运维类,后端开发,"腾讯系团队,六险一金,扁平管理",社区服务端开发工程师(c++/python),本科,富途网络科技（深圳）有限公司,"年底双薪, 腾讯系, 互联网金融, 年度体检, ",500-2000人
20k-40k,深圳,百度,南山区,1575,全职,"移动互联网,数据服务",2018-07-03 15:07:12,开发/测试/运维类,后端开发,"高薪,大平台,牛人多,成长空间大","高级后端研发工程师（PHP,Python,C++）",本科,百度在线网络技术（北京）有限公司,"股票期权, 弹性工作, 五险一金, 免费班车, ",2000人以上
20k-40k,深圳,腾讯,南山区,451,全职,"移动互联网 ,游戏",2018-07-09 16:26:37,开发/测试/运维类,后端开发,机会好,TEG13-python 计算后台开发工程师,本科,腾讯科技(深圳)有限公司,"免费班车, 成长空间, 年度旅游, 岗位晋升, ",2000人以上
15k-30k,深圳,迅雷,南山区,101,全职,移动互联网,2018-07-11 18:38:52,开发/测试/运维类,后端开发,大流量平台,直播-后台开发(Java/Python/C++),本科,深圳市迅雷网络技术有限公司,"节日礼物, 技能培训, 免费班车, 运动日, ",500-2000人
